contestId,index,name,rating,tags,solvedCount,statement
2197,B,Array and Permutation,1100,"['implementation', 'schedules', 'sortings', 'two pointers']",15766,"Given a permutation $$$p$$$ of length $$$n$$$$$$^{\text{∗}}$$$ and an array $$$a$$$ of length $$$n$$$.
We call the permutation $$$p$$$
generating
for the array $$$a$$$ if the array $$$a$$$ can be obtained from the permutation $$$p$$$ by applying some number of operations (possibly zero) of the following type:
Choose an index $$$i$$$ ($$$1 \le i  \lt  n$$$) and perform one of two replacements:
$$$p_{i} := p_{i + 1}$$$;
$$$p_{i + 1} := p_{i}$$$.
In other words, in one operation, you can choose two adjacent elements of the array and copy the value of one into the other.
You are required to report whether the permutation $$$p$$$ is
generating
for the array $$$a$$$.
$$$^{\text{∗}}$$$A permutation of length $$$n$$$ is an array consisting of $$$n$$$ distinct integers from $$$1$$$ to $$$n$$$ in arbitrary order. For example, $$$[2,3,1,5,4]$$$ is a permutation, but $$$[1,2,2]$$$ is not a permutation ($$$2$$$ appears twice in the array), and $$$[1,3,4]$$$ is also not a permutation ($$$n=3$$$ but there is $$$4$$$ in the array)."
2197,A,Friendly Numbers,800,"['binary search', 'brute force', 'expression parsing', 'math', 'schedules']",22709,"For an integer $$$x$$$, we call another integer $$$y$$$
friendly
if the following condition holds:
$$$y - d(y) = x$$$, where $$$d(y)$$$ is the sum of the digits of $$$y$$$.
For a given integer $$$x$$$, determine how many
friendly
numbers it has."
2196,F,Indivisible,3300,"['brute force', 'constructive algorithms', 'graphs']",103,"You are given two numbers $$$n$$$ and $$$m$$$.
An undirected graph is called
beautiful
if it satisfies the following conditions:
It has no loops or multiple edges.
It has exactly $$$n$$$ vertices and $$$m$$$ edges.
Its vertices
cannot
be divided into $$$2$$$ sets such that the sums of the degrees of all vertices in the first set and the sums of the degrees of all vertices in the second set are equal.
You need to either report that a
beautiful
undirected graph with the given $$$n, m$$$ does not exist, or provide one."
2196,E2,Fuzzy Concatenation (Hard version),3000,"['binary search', 'bitmasks', 'data structures', 'dp', 'greedy', 'string suffix structures']",196,"This is the hard version of the problem. The difference between the versions is that in this version, $$$n \le 5 \cdot 10^{5}, m \le 5 \cdot 10^{4}$$$. You can hack only if you solved all versions of this problem.
There are two strings $$$s$$$ and $$$t$$$, both consisting of lowercase Latin letters. You also have an empty string $$$p$$$.
You can perform the following operation, which consists of several stages:
choose any two integers $$$l$$$ and $$$r$$$ ($$$1 \le l \le r \le |s|$$$);
copy the substring $$$s_{l},\ldots, s_{r}$$$ and append it to the end of string $$$p$$$;
among the last $$$r - l + 1$$$ characters of string $$$p$$$, change
at most one
character to any lowercase Latin letter.
For example, if the string $$$s = $$$ ""
dhhtyhwbsl
"" and $$$p = $$$ """", you can choose $$$l = 3, r = 6$$$ and add ""
htyh
"" to the end of $$$p$$$, and then change the character ""
y
"" to ""
a
"", resulting in $$$p = $$$ ""
htah
"".
Your task is to determine the minimum number of operations required for string $$$p$$$ to become equal to $$$t$$$."
2196,E1,Fuzzy Concatenation (Easy Version),2900,"['binary search', 'bitmasks', 'brute force', 'data structures', 'greedy', 'string suffix structures']",279,"This is the easy version of the problem. The difference between the versions is that in this version, $$$n \le 10^{5}, m \le 10^{4}$$$. You can hack only if you solved all versions of this problem.
There are two strings $$$s$$$ and $$$t$$$, both consisting of lowercase Latin letters. You also have an empty string $$$p$$$.
You can perform the following operation, which consists of several stages:
choose any two integers $$$l$$$ and $$$r$$$ ($$$1 \le l \le r \le |s|$$$);
copy the substring $$$s_{l},\ldots, s_{r}$$$ and append it to the end of string $$$p$$$;
among the last $$$r - l + 1$$$ characters of string $$$p$$$, change
at most one
character to any lowercase Latin letter.
For example, if the string $$$s = $$$ ""
dhhtyhwbsl
"" and $$$p = $$$ """", you can choose $$$l = 3, r = 6$$$ and add ""
htyh
"" to the end of $$$p$$$, and then change the character ""
y
"" to ""
a
"", resulting in $$$p = $$$ ""
htah
"".
Your task is to determine the minimum number of operations required for string $$$p$$$ to become equal to $$$t$$$."
2196,D,Double Bracket Sequence,2500,"['data structures', 'dp', 'expression parsing', 'flows', 'greedy', 'strings']",981,"Given a string $$$s$$$ of even length, consisting of the characters ""
(
"", ""
)
"", ""
[
"" and ""
]
"", which are brackets of two types (round and square).
We call a string $$$t$$$
beautiful
if it satisfies two conditions simultaneously:
The subsequence of
all
round brackets forms a correct bracket sequence$$$^{\text{∗}}$$$;
The subsequence of
all
square brackets forms a correct bracket sequence.
For example, the string ""
[(][)[]]()
"" is
beautiful
, as the subsequence of all round brackets in it ""
()()
"" forms a correct bracket sequence and the subsequence of all square brackets in it ""
[][[]]
"" forms a correct bracket sequence.
You would like to turn $$$s$$$ into any
beautiful
string; for this, you can change the characters: in one operation, you can choose a position $$$i$$$, such that $$$1 \le i \le n$$$ and change the character $$$s_{i}$$$ to any round or square bracket.
What is the minimum number of operations required to transform $$$s$$$ into any
beautiful
string?
$$$^{\text{∗}}$$$A bracket sequence is called correct if by inserting the symbols ""
+
"" and ""
1
"" into it, one can obtain a valid mathematical expression. For example, the sequences ""
(())()
"", ""
[]
"" and ""
(()(()))
"" are correct, while ""
)(
"", ""
[[]
"" and ""
(()))(
"" are not."
2196,C2,Interactive Graph (Hard Version),2000,"['combinatorics', 'dfs and similar', 'dp', 'graphs', 'interactive']",2490,"This is the hard version of the problem. The difference between the versions is that in this version, you can ask no more than $$$n + m$$$ questions, and $$$n \leq 30$$$. You can hack only if you solved all versions of this problem.
This is an interactive problem.
The jury has thought of a directed acyclic graph without loops and multiple edges, which has $$$n$$$ vertices and $$$m$$$ edges.
Your task is to determine which edges are in this graph. To do this, you can ask questions of the form: what does the $$$k$$$-th path look like in the lexicographically$$$^{\text{∗}}$$$ sorted list of all paths in the graph.
A path in the graph is a sequence of vertices $$$u_{1}, u_{2}, \dots, u_{l}$$$, such that for any $$$i  \lt  l$$$, there exists an edge ($$$u_{i}, u_{i + 1}$$$) in the graph.
Your task is to accomplish this by asking no more than $$$n + m$$$ questions.
$$$^{\text{∗}}$$$A sequence $$$a$$$ is lexicographically smaller than a sequence $$$b$$$ if and only if one of the following holds:
$$$a$$$ is a prefix of $$$b$$$, but $$$a \ne b$$$; or
in the first position where $$$a$$$ and $$$b$$$ differ, the sequence $$$a$$$ has a smaller element than the corresponding element in $$$b$$$.
Interaction
The interaction for each test case begins with reading the integer $$$n$$$.
Then you can ask up to $$$n + m$$$ questions.
To ask a question, output a string in the format ""
? k
"" (without quotes) ($$$1 \le k \le 2^{30}$$$). After each question, read an integer $$$q$$$ — the number of vertices in the $$$k$$$-th path. If $$$q = 0$$$, then such a path does not exist; otherwise, read $$$q$$$ integers — the vertex numbers that make up this path.
To report your answer, first output a string in the format ""
! m
"", and then output $$$m$$$ lines describing the edges in the format ""
u v
"", which means that there is an edge leading from $$$u$$$ to $$$v$$$. You can output the edges in any order. Outputting the answer does not count as a query.
It can be shown that under the given constraints, the number of distinct paths in the graph does not exceed $$$2^{30}$$$.
After printing each query do not forget to output the end of line and flush$$$^{\text{∗}}$$$ the output. Otherwise, you will get
Idleness limit exceeded
verdict.
If, at any interaction step, you read $$$-1$$$ instead of valid data, your solution must exit immediately. This means that your solution will receive
Wrong answer
because of an invalid query or any other mistake. Failing to exit can result in an arbitrary verdict because your solution will continue to read from a closed stream.
Hacks:
For hacks, use the following format:
The first line should contain a single integer $$$t$$$ ($$$1\leq t\leq 10$$$) — the number of test cases.
The first line of each case should contain two integers $$$n, m$$$ ($$$1 \leq n \leq 30$$$, $$$0 \leq m \leq \frac{n \cdot (n - 1)}{2}$$$) — the number of vertices and edges in the graph.
The next $$$m$$$ lines should contain descriptions of the edges. Each edge is defined by two integers $$$v$$$, $$$u$$$ ($$$1 \leq v, u \leq n$$$, $$$v \neq u$$$), meaning an edge from vertex $$$v$$$ to vertex $$$u$$$.
The graph cannot contain cycles or multiple edges.
$$$^{\text{∗}}$$$To flush, use:
fflush(stdout)
or
cout.flush()
in C++;
sys.stdout.flush()
in Python;
see the documentation for other languages."
2196,C1,Interactive Graph (Simple Version),1800,"['binary search', 'combinatorics', 'dfs and similar', 'dp', 'graphs', 'interactive']",3558,"This is the simple version of the problem. The difference between the versions is that in this version, you can ask no more than $$$32 \cdot (n + m)$$$ questions, and $$$n \leq 15$$$. You can hack only if you solved all versions of this problem.
This is an interactive problem.
The jury has thought of a directed acyclic graph without loops and multiple edges, which has $$$n$$$ vertices and $$$m$$$ edges.
Your task is to determine which edges are in this graph. To do this, you can ask questions of the form: what does the $$$k$$$-th path look like in the lexicographically$$$^{\text{∗}}$$$ sorted list of all paths in the graph.
A path in the graph is a sequence of vertices $$$u_{1}, u_{2}, \dots, u_{l}$$$, such that for any $$$i  \lt  l$$$, there exists an edge ($$$u_{i}, u_{i + 1}$$$) in the graph.
Your task is to accomplish this by asking no more than $$$32 \cdot (n + m)$$$ questions.
$$$^{\text{∗}}$$$A sequence $$$a$$$ is lexicographically smaller than a sequence $$$b$$$ if and only if one of the following holds:
$$$a$$$ is a prefix of $$$b$$$, but $$$a \ne b$$$; or
in the first position where $$$a$$$ and $$$b$$$ differ, the sequence $$$a$$$ has a smaller element than the corresponding element in $$$b$$$.
Interaction
The interaction for each test case begins with reading the integer $$$n$$$.
Then you can ask up to $$$32 \cdot (n + m)$$$ questions.
To ask a question, output a string in the format ""
? k
"" (without quotes) ($$$1 \le k \le 2^{30}$$$). After each question, read an integer $$$q$$$ — the number of vertices in the $$$k$$$-th path. If $$$q = 0$$$, then such a path does not exist; otherwise, read $$$q$$$ integers — the vertex numbers that make up this path.
It can be shown that under the given constraints, the number of distinct paths in the graph does not exceed $$$2^{30}$$$.
To report your answer, first output a string in the format ""
! m
"", and then output $$$m$$$ lines describing the edges in the format ""
u v
"", which means that there is an edge leading from $$$u$$$ to $$$v$$$. You can output the edges in any order. Outputting the answer does not count as a query.
After printing each query do not forget to output the end of line and flush$$$^{\text{∗}}$$$ the output. Otherwise, you will get
Idleness limit exceeded
verdict.
If, at any interaction step, you read $$$-1$$$ instead of valid data, your solution must exit immediately. This means that your solution will receive
Wrong answer
because of an invalid query or any other mistake. Failing to exit can result in an arbitrary verdict because your solution will continue to read from a closed stream.
Hacks:
For hacks, use the following format:
The first line should contain a single integer $$$t$$$ ($$$1\leq t\leq 10$$$) — the number of test cases.
The first line of each case should contain two integers $$$n, m$$$ ($$$1 \leq n \leq 15$$$, $$$0 \leq m \leq \frac{n \cdot (n - 1)}{2}$$$) — the number of vertices and edges in the graph.
The next $$$m$$$ lines should contain descriptions of the edges. Each edge is defined by two integers $$$v$$$, $$$u$$$ ($$$1 \leq v, u \leq n$$$, $$$v \neq u$$$), meaning an edge from vertex $$$v$$$ to vertex $$$u$$$.
The graph cannot contain cycles or multiple edges.
$$$^{\text{∗}}$$$To flush, use:
fflush(stdout)
or
cout.flush()
in C++;
sys.stdout.flush()
in Python;
see the documentation for other languages."
2196,B,Another Problem about Beautiful Pairs,1600,"['brute force', 'math', 'two pointers']",8471,"In the array $$$a$$$, we call a pair of indices $$$i$$$, $$$j$$$
beautiful
if the following condition holds:
$$$a_{i} \cdot a_{j} = j - i$$$.
Count the number of
beautiful
pairs in the array $$$a$$$."
2196,A,Game with a Fraction,1200,"['games', 'math']",15636,"Alice and Bob have two integers $$$p$$$ and $$$q$$$, and they are playing a game with these numbers. The players take turns, with Alice going first. On their turn, a player can do one of two actions:
decrease $$$p$$$ by one (this action is possible if $$$p  \gt  0$$$);
decrease $$$q$$$ by one (this action is possible if $$$q  \gt  1$$$).
The game ends when $$$p = 0$$$ and $$$q = 1$$$.
Bob wins if at any point during the game the fraction $$$\frac{p}{q}$$$ is equal to
in value
the fraction $$$\frac{2}{3}$$$. Otherwise, Alice wins.
Given the initial values of $$$p$$$ and $$$q$$$, determine the winner of the game if both players play optimally."
2195,H,Codeforces Heuristic Contest 001,2400,"['brute force', 'constructive algorithms', 'geometry', 'implementation']",456,"There is a grid of $$$3n \times 3n$$$ points, consisting of all integer points $$$(x,y)$$$ such that $$$1 \le x,y \le 3n$$$.
Find a
largest
set of triangles satisfying the following conditions:
Each triangle has its vertices on
exactly three
points on the grid.
Each triangle has an area of exactly $$$\frac{1}{2}$$$. Note that they
do not
have to be right triangles.
No two triangles share a common intersection point, including their vertices.
If there exist multiple largest such sets of triangles, you may output any of them."
2195,G,Idiot First Search and Queries,2300,"['binary search', 'data structures', 'dp', 'graphs', 'trees']",1024,"This problem shares the definitions with problem E. However, it does not ask for the same answer.
There is a binary tree of $$$n+1$$$ vertices (
$$$n$$$ is odd
), with vertices labeled $$$0,1,\ldots,n$$$.
At most one letter
can be written on each vertex of the tree, and all vertices initially have nothing written on them. The root of the tree is vertex $$$0$$$.
In the tree, vertex $$$0$$$ is the parent of vertex $$$1$$$, while all other vertices have either $$$2$$$ children or $$$0$$$ children.
Bob is lost in one vertex of the tree and wishes to escape the tree by reaching vertex $$$0$$$. This is very easy for most people with common sense. However, since Bob is an idiot, he created a new way of traversing the tree; introducing the ""Idiot First Search"".
When Bob is on vertex $$$v$$$ ($$$1 \le v \le n$$$), Bob's movement is determined as follows:
If vertex $$$v$$$ is a leaf, Bob
always
moves to the parent of $$$v$$$; otherwise, check the next few conditions.
If nothing is written on vertex $$$v$$$, Bob writes '
L
' on vertex $$$v$$$ and moves to the left child of $$$v$$$;
If '
L
' is written on vertex $$$v$$$, Bob
overwrites it
to '
R
' and moves to the right child of $$$v$$$;
If '
R
' is written on vertex $$$v$$$, Bob
erases it
and moves to the parent of $$$v$$$.
It takes exactly $$$1$$$ second for Bob to move to an adjacent vertex, so Bob will take exactly $$$x$$$ seconds to perform $$$x$$$ moves.
It has been shown that regardless of which vertex Bob starts on, Bob can reach vertex $$$0$$$ in a finite (though possibly inexplicably large) amount of time. We don't know who proved it; surely it can't be Bob, but it is definitely proven.
You are asked to answer $$$q$$$ queries of the following kind:
$$$v\;k$$$: Assuming that Bob started from vertex $$$v$$$, determine the vertex Bob is on after performing
exactly $$$k$$$ moves
($$$1 \le v \le n$$$).
For each query, let $$$T_v$$$ be the time taken to reach vertex $$$0$$$ from vertex $$$v$$$. Then, it is guaranteed that $$$k  \lt  T_v$$$ for every query."
2195,F,Parabola Independence,2000,"['dp', 'graphs', 'greedy', 'math', 'sortings']",2658,"You are given a set of $$$n$$$
quadratic
functions $$$F=\{f_1,f_2,\ldots,f_n \}$$$, where $$$f_i(x)=a_i x^2 + b_i x + c_i$$$.
Two functions $$$f$$$ and $$$g$$$ are called
independent
if $$$f(x) \neq g(x)$$$ for all $$$x \in \mathbb{R}$$$.
Also, a set of functions $$$G=\{g_1,g_2,\ldots,g_k\}$$$ is called
organized
if the two functions $$$g_i$$$ and $$$g_j$$$ are independent for all $$$1 \le i  \lt  j \le |G|$$$.
For each $$$i=1,2,\ldots,n$$$, please find the size of the largest organized subset of $$$F$$$ that contains $$$f_i$$$ as an element."
2195,E,Idiot First Search,1500,"['dfs and similar', 'dp', 'trees']",8420,"There is a binary tree of $$$n+1$$$ vertices (
$$$n$$$ is odd
), with vertices labeled $$$0,1,\ldots,n$$$.
At most one letter
can be written on each vertex of the tree, and all vertices initially have nothing written on them. The root of the tree is vertex $$$0$$$.
In the tree, vertex $$$0$$$ is the parent of vertex $$$1$$$, while all other vertices have either $$$2$$$ children or $$$0$$$ children.
Bob is lost in one vertex of the tree and wishes to escape the tree by reaching vertex $$$0$$$. This is very easy for most people with common sense. However, since Bob is an idiot, he created a new way of traversing the tree; introducing the ""Idiot First Search"".
When Bob is on vertex $$$v$$$ ($$$1 \le v \le n$$$), Bob's movement is determined as follows:
If vertex $$$v$$$ is a leaf, Bob
always
moves to the parent of $$$v$$$; otherwise, check the next few conditions.
If nothing is written on vertex $$$v$$$, Bob writes '
L
' on vertex $$$v$$$ and moves to the left child of $$$v$$$;
If '
L
' is written on vertex $$$v$$$, Bob
overwrites it
to '
R
' and moves to the right child of $$$v$$$;
If '
R
' is written on vertex $$$v$$$, Bob
erases it
and moves to the parent of $$$v$$$.
It takes exactly $$$1$$$ second for Bob to move to an adjacent vertex, so Bob will take exactly $$$x$$$ seconds to perform $$$x$$$ moves.
It has been shown that regardless of which vertex Bob starts on, Bob can reach vertex $$$0$$$ in a finite (though possibly inexplicably large) amount of time. We don't know who proved it; surely it can't be Bob, but it is definitely proven.
For each vertex $$$k=1,2,\ldots,n$$$, please determine the total time it takes to reach vertex $$$0$$$ if Bob started on vertex $$$k$$$, in seconds. As the values may be huge, you are only asked to compute them modulo $$$10^9+7$$$."
2195,D,Absolute Cinema,1300,['math'],13513,"There is a hidden sequence $$$a_1,a_2,\ldots,a_n$$$ of $$$n$$$
integers
($$$n \ge 2$$$). It is guaranteed that $$$|a_i| \le 1000$$$ for all $$$1 \le i \le n$$$.
Let's define a function $$$f(x)$$$ as follows:
$$$$$$f(x)=\sum_{i=1}^n a_i \cdot |i-x|$$$$$$
Given $$$n$$$ values $$$f(1),f(2),\ldots,f(n)$$$, please determine the values of $$$a_1,a_2,\ldots,a_n$$$.
It is guaranteed that the values $$$a_1,a_2,\ldots,a_n$$$ can be determined uniquely."
2195,C,Dice Roll Sequence,1100,"['dp', 'greedy']",20290,"Consider the following cube $$$D$$$ where numbers $$$x$$$ and $$$7-x$$$
lie on opposite sides
:
Image generated by Nano Banana Pro.
A sequence $$$b$$$ of integers from $$$1$$$ to $$$6$$$ is called a
dice roll sequence
if it satisfies the following condition:
All pairs of adjacent elements lie on adjacent$$$^{\text{∗}}$$$ sides of the cube.
For example, $$$[1,4,2]$$$ is a dice roll sequence, while $$$[3,4,6,3]$$$ is not because $$$3$$$ and $$$4$$$ are not on adjacent sides of the dice. Additionally, $$$[2,2,4]$$$ is not a dice roll sequence because $$$2$$$ and $$$2$$$ are on the same (not adjacent) side of the dice.
Given a sequence $$$a$$$ of $$$n$$$ integers from $$$1$$$ to $$$6$$$, you can perform the following operation any number of times (possibly zero).
Select an index $$$1 \le i \le n$$$ and an integer $$$1 \le x \le 6$$$. Then, change the value of $$$a_i$$$ to $$$x$$$.
Please determine the
minimum number of operations
required to make $$$a$$$ a dice roll sequence.
$$$^{\text{∗}}$$$Two sides of the cube $$$S$$$ and $$$T$$$ are called
adjacent
if they share
exactly
one edge of the cube.
Do note that
this condition implies $$$S \neq T$$$ as well."
2195,B,Heapify 1,900,"['implementation', 'sortings']",24579,"You are given a permutation $$$a$$$ of length $$$n$$$$$$^{\text{∗}}$$$.
You can perform the following operation any number of times (possibly zero):
Select an index $$$i$$$ ($$$1 \le i \le \frac{n}{2}$$$), and swap $$$a_i$$$ and $$$a_{2i}$$$.
For example, when $$$a=[1,4,2,3,5]$$$, you can swap $$$a_2$$$ and $$$a_4$$$ to make it $$$[1,3,2,4,5]$$$, but you cannot swap $$$a_2$$$ and $$$a_3$$$.
Please determine if the sequence $$$a$$$ can be sorted in increasing order.
$$$^{\text{∗}}$$$A permutation of length $$$n$$$ is an array consisting of $$$n$$$ distinct integers from $$$1$$$ to $$$n$$$ in arbitrary order. For example, $$$[2,3,1,5,4]$$$ is a permutation, but $$$[1,2,2]$$$ is not a permutation ($$$2$$$ appears twice in the array), and $$$[1,3,4]$$$ is also not a permutation ($$$n=3$$$ but there is $$$4$$$ in the array)."
2195,A,Sieve of Erato67henes,800,"['math', 'number theory']",35045,"You are given $$$n$$$
positive
integers $$$a_1,a_2,\ldots,a_n$$$.
Please determine if it is possible to select any number of elements in $$$a$$$, so that their product is $$$67$$$.
Note that you may not select zero elements, as the product of zero elements is not defined in this problem."
2194,F2,Again Trees... (hard version),3000,"['bitmasks', 'data structures', 'dfs and similar', 'dp', 'fft', 'trees']",166,"This is the hard version of the problem. The difference between the versions is that in this version, $$$k \leq 10$$$. You can hack only if you solved all versions of this problem.
Given a tree consisting of $$$n$$$ vertices. Each vertex has a non-negative integer $$$a_v$$$ written on it. You are also given $$$k$$$ distinct non-negative integers $$$b_1, \ldots, b_k$$$.
We will call a set of edges beautiful if, after removing these edges from the tree, the tree splits into connected components, where in each component the bitwise
XOR
of all the numbers $$$a_v$$$ in that component belongs to the set $$$b$$$.
You need to count the number of beautiful sets of edges in the tree modulo $$$10^9 + 7$$$."
2194,F1,Again Trees... (Easy Version),2300,"['bitmasks', 'dfs and similar', 'dp', 'trees']",879,"This is the easy version of the problem. The difference between the versions is that in this version, $$$k \leq 4$$$. You can hack only if you solved all versions of this problem.
Given a tree consisting of $$$n$$$ vertices. Each vertex has a non-negative integer $$$a_v$$$ written on it. You are also given $$$k$$$ distinct non-negative integers $$$b_1, \ldots, b_k$$$.
We will call a set of edges beautiful if, after removing these edges from the tree, the tree splits into connected components, where in each component the bitwise
XOR
of all the numbers $$$a_v$$$ in that component belongs to the set $$$b$$$.
You need to count the number of beautiful sets of edges in the tree modulo $$$10^9 + 7$$$."
2194,E,The Turtle Strikes Back,2000,"['dp', 'graphs', 'greedy', 'implementation']",2579,"After a heavy training session, Michelangelo and Raphael decided to order pizza. Today, on the occasion of the holiday, the pizzeria is preparing rectangular pizzas made of $$$n$$$ rows and $$$m$$$ columns of slices. Each slice has its own unique recipe and flavor.
Michelangelo was the first to open the box and roughly estimated the pleasure of eating each slice: the pleasure from the slice located in the $$$i$$$-th row and $$$j$$$-th column is equal to $$$a_{i,j}$$$. It is guaranteed that there is at least one slice that Michelangelo liked, meaning that among $$$a_{i, j}$$$ there is at least one non-negative number.
The turtles agreed that Michelangelo would eat first. According to an ancient tradition, he must choose a route from the top left corner $$$(1,1)$$$ to the bottom right corner $$$(n,m)$$$ and eat
all
the slices on that route. In one step, he can move either to the adjacent slice on the right or to the adjacent slice below.
Michelangelo aims to maximize the total pleasure from the eaten slices.
However, Raphael decided to use sauce.
Before
Michelangelo chooses a route, Raphael decided to choose
exactly one
slice of pizza and apply his signature sauce to it. But due to the specifics of this sauce, the pleasure from that slice changes to the opposite: if it was previously $$$a_{i,j}$$$, after applying the sauce it becomes $$$-a_{i,j}$$$.
After that, knowing Raphael's choice, Michelangelo will choose the optimal route for himself and eat all the slices on it.
Raphael became curious about what minimum pleasure Michelangelo could achieve. Help him calculate this number."
2194,D,Table Cut,1600,"['constructive algorithms', 'greedy', 'implementation']",7758,"Given a table of size $$$n \times m$$$, where each cell contains either $$$0$$$ or $$$1$$$. The task is to divide it into two parts with a cut that goes from the top left corner to the bottom right corner. The cut lines can only go right or down.
Let $$$a$$$ be the number of ones in one part of the table after the cut, and $$$b$$$ be the number of ones in the other part of the table. The goal is to maximize the value of $$$a \cdot b$$$."
2194,C,Secret message,1300,"['bitmasks', 'brute force', 'dp', 'math', 'number theory']",10785,"Bob, the genius spy, has intercepted an encrypted message. He assumes that it contains secret information and is actively engaged in deciphering it.
The note, which has fallen into the hands of the spy, consists of $$$k$$$ strips, each of length $$$n$$$ and containing strict lowercase Latin letters. With extensive experience in deciphering such documents, Bob guessed that the message he is interested in (the deciphering of the note) is also a string of length $$$n$$$, and the $$$i$$$-th letter of this message corresponds to the $$$i$$$-th letter of one of the strips.
According to Bob,
the informativity
of a string $$$s$$$ is defined as the minimum positive integer $$$d$$$ such that a string $$$t$$$ of length $$$d$$$ exists, and $$$s$$$ can be formed by repeating $$$t$$$ several times. For example, the informativity of the string ""
aaaa
"" is 1, the informativity of the string ""
abab
"" is 2, and the informativity of the string ""
abcd
"" is 4.
Bob assumes that the note's author, to ensure reliable transmission of information, repeated the data in the message several times. Therefore, he believes that a more plausible decryption of the note would have the smallest possible informativity.
Help the spy: find the message that represents the decryption of the note and has the minimum possible informativity."
2194,B,Offshores,1000,"['greedy', 'implementation', 'math']",18224,"Mark loves money very much, and he keeps most of it in the bank. He stores his money in $$$n$$$ different banks. In the $$$i$$$-th bank, he has $$$a_i$$$ rubles.
One day, Mark decided to gather all his money in one bank, so he will be transferring money from one bank account to another. All interbank transfers are arranged the same way: he can transfer only $$$x$$$ rubles in one transfer, and considering all fees, $$$y$$$ rubles will be credited to the other account (since banks want to make a profit, it holds that $$$y \leq x$$$).
It is possible that Mark will not be able to transfer all his money to one bank, but he wants to find the maximum number of rubles that can end up in any bank."
2194,A,Lawn Mower,800,"['greedy', 'math']",23663,"The exit from the summer cottage is fenced with a fence consisting of $$$n$$$ boards, each $$$1$$$ meter wide. To the left and right of the exit are the fences of other plots. Some of the boards of the fence want to be removed for the construction of a bathhouse (possibly all or none), while there is an automatic lawn mower on the plot that is $$$w$$$ meters wide and must not leave the plot through a hole in the fence.
The lawn mower will be able to exit the plot if there are at least $$$w$$$ consecutive removed boards among the numbers of the removed boards. Determine the maximum number of boards that can be removed from the fence."
2193,H,Remove the Grail Tree,2400,"['dfs and similar', 'dp', 'graphs', 'greedy', 'implementation', 'trees']",1034,"The Great Grail Tree has stood in the kingdom for $$$315$$$ years. It takes up a lot of space, so King Ila decided to get rid of it as soon as possible. The tree itself is an acyclic, connected, undirected graph with $$$n$$$ vertices, each having its own value $$$a_v$$$. The tree can be removed in the following way:
Let $$$S_v$$$ be the sum of the values of all remaining neighbors of $$$v$$$. If $$$v$$$ has no remaining neighbors, then $$$S_v$$$ is $$$0$$$. Choose a vertex $$$v$$$ such that $$$a_v$$$ and $$$S_v$$$ differ in parity (i.e., either $$$a_v$$$ is even and $$$S_v$$$ is odd, or $$$a_v$$$ is odd and $$$S_v$$$ is even). If there are no such vertices, stop the process.
Remove vertex $$$v$$$ and all edges connected to it from the tree.
Your task is to determine whether there exists a sequence of removals that will lead to the complete removal of the Grail Tree (i.e., no vertices will remain in the tree). If such a sequence exists, output the sequence of $$$n$$$ vertices in the order of their removal. If there are multiple answers, output any of them."
2193,G,Paths in a Tree,2100,"['dfs and similar', 'interactive', 'sortings', 'trees']",2213,"This is an interactive problem
.
In this interactive problem, you are given an acyclic, connected, undirected graph consisting of $$$n$$$ vertices. We define a path between two vertices $$$v$$$ and $$$u$$$ as a sequence of
distinct
vertices $$$p_1, p_2,\dots p_k$$$ such that $$$p_1 = v$$$, $$$p_k = u$$$, and for all $$$i$$$ ($$$1 \le i  \lt  k$$$), there exists an edge between vertices $$$p_i$$$ and $$$p_{i+1}$$$.
There are hidden vertices $$$x$$$ and $$$y$$$ (they may coincide). You can make the following queries:
Choose two vertices $$$a$$$, $$$b$$$ ($$$1\le a, b\le n$$$). The jury will respond with $$$1$$$ if the path between vertices $$$x$$$, $$$y$$$ and the path between vertices $$$a$$$, $$$b$$$ share at least one common vertex, and will respond with $$$0$$$ otherwise.
Your task is to find at least one vertex on the path between $$$x$$$ and $$$y$$$ in no more than $$$\lfloor\frac{n}{2}\rfloor + 1$$$ queries.
Note that the interactor is
adaptive
, which means that the hidden vertices may change depending on your queries, but will not contradict previous queries.
Interaction
To find any vertex on the path, you can use no more than $$$\lfloor\frac{n}{2}\rfloor + 1$$$ queries. For this, use queries of the form ""? $$$a$$$ $$$b$$$"".
After each query, read one number, either $$$0$$$ or $$$1$$$ — the response to the query.
When you find one of the required vertices, output one line in the following format: ""! $$$v$$$"" ($$$1\le v\le n$$$), where $$$v$$$ is the vertex you found.
If your program makes more than $$$\lfloor\frac{n}{2}\rfloor + 1$$$ queries for one test case, the
response to the query will
be $$$-1$$$, and after receiving such a response, your program should terminate immediately to receive a verdict of
Incorrect answer
. Otherwise, it may receive any other verdict.
After outputting a query, do not forget to output a newline and flush the output buffer. Otherwise, you will receive a verdict of
Solution ""timed out""
. To flush the buffer, use:
$$$\tt{fflush(stdout)}$$$ or $$$\tt{cout.flush()}$$$ in C++;
$$$\tt{System.out.flush()}$$$ in Java;
$$$\tt{flush(output)}$$$ in Pascal;
$$$\tt{stdout.flush()}$$$ in Python;
refer to the documentation for other languages."
